date,country,category,raw_value,tone,article_count
2025-09-20,Russia,protest,79.2,-7.7,137.1
2025-09-20,Russia,crisis,90.0,-8.0,165.5
2025-09-20,Russia,negativity,85.4,-7.2,162.3
2025-09-21,Russia,protest,77.9,-6.7,144.8
2025-09-21,Russia,crisis,85.6,-7.4,149.9
2025-09-21,Russia,negativity,85.2,-8.3,151.4
2025-09-22,Russia,protest,78.7,-7.7,151.5
2025-09-22,Russia,crisis,89.6,-7.9,156.1
2025-09-22,Russia,negativity,81.9,-6.9,147.8
2025-09-23,Russia,protest,78.6,-7.5,142.3
2025-09-23,Russia,crisis,89.6,-8.7,159.3
2025-09-23,Russia,negativity,84.7,-7.5,153.4
2025-09-24,Russia,protest,80.9,-7.9,148.1
2025-09-24,Russia,crisis,90.9,-7.6,168.6
2025-09-24,Russia,negativity,83.7,-7.5,158.0
2025-09-25,Russia,protest,83.2,-7.9,151.5
2025-09-25,Russia,crisis,91.7,-8.2,158.2
2025-09-25,Russia,negativity,86.9,-8.0,151.4
2025-09-26,Russia,protest,79.2,-7.5,135.2
2025-09-26,Russia,crisis,89.2,-8.8,167.6
2025-09-26,Russia,negativity,83.2,-7.9,150.1
2025-09-27,Russia,protest,75.3,-7.5,132.3
2025-09-27,Russia,crisis,86.4,-8.0,164.0
2025-09-27,Russia,negativity,82.5,-7.4,142.4
2025-09-28,Russia,protest,78.0,-7.7,134.8
2025-09-28,Russia,crisis,83.0,-7.2,159.7
2025-09-28,Russia,negativity,78.9,-7.4,145.5
2025-09-29,Russia,protest,77.2,-6.7,132.4
2025-09-29,Russia,crisis,86.0,-7.3,158.5
2025-09-29,Russia,negativity,82.0,-7.6,139.6
2025-09-30,Russia,protest,78.7,-6.8,139.8
2025-09-30,Russia,crisis,84.0,-7.9,153.6
2025-09-30,Russia,negativity,80.9,-7.3,138.7
2025-10-01,Russia,protest,75.8,-6.6,146.6
2025-10-01,Russia,crisis,88.4,-7.7,151.7
2025-10-01,Russia,negativity,83.2,-7.3,147.0
2025-10-02,Russia,protest,76.2,-7.3,142.3
2025-10-02,Russia,crisis,84.2,-7.2,161.2
2025-10-02,Russia,negativity,83.0,-8.1,141.5
2025-10-03,Russia,protest,77.9,-7.0,140.8
2025-10-03,Russia,crisis,83.5,-8.0,143.4
2025-10-03,Russia,negativity,82.7,-8.1,153.7
2025-10-04,Russia,protest,76.4,-6.5,129.0
2025-10-04,Russia,crisis,83.3,-7.0,143.4
2025-10-04,Russia,negativity,78.1,-7.0,142.8
2025-10-05,Russia,protest,75.6,-6.4,142.3
2025-10-05,Russia,crisis,81.6,-8.1,142.3
2025-10-05,Russia,negativity,76.7,-7.2,149.9
2025-10-06,Russia,protest,75.0,-6.2,134.5
2025-10-06,Russia,crisis,80.5,-7.6,135.8
2025-10-06,Russia,negativity,79.2,-6.7,151.5
2025-10-07,Russia,protest,72.2,-6.2,141.7
2025-10-07,Russia,crisis,84.0,-7.9,146.7
2025-10-07,Russia,negativity,79.9,-7.6,146.7
2025-10-08,Russia,protest,73.5,-7.1,130.6
2025-10-08,Russia,crisis,82.8,-7.6,145.7
2025-10-08,Russia,negativity,80.2,-6.8,135.6
2025-10-09,Russia,protest,77.5,-7.3,132.8
2025-10-09,Russia,crisis,83.0,-7.1,160.6
2025-10-09,Russia,negativity,79.0,-7.2,151.4
2025-10-10,Russia,protest,72.3,-7.2,134.3
2025-10-10,Russia,crisis,80.6,-7.5,142.0
2025-10-10,Russia,negativity,77.3,-7.3,138.3
2025-10-11,Russia,protest,74.2,-7.1,140.2
2025-10-11,Russia,crisis,82.1,-7.2,145.4
2025-10-11,Russia,negativity,74.9,-7.0,137.1
2025-10-12,Russia,protest,69.0,-6.7,123.6
2025-10-12,Russia,crisis,79.0,-7.2,138.5
2025-10-12,Russia,negativity,74.1,-6.9,134.6
2025-10-13,Russia,protest,70.7,-6.8,127.9
2025-10-13,Russia,crisis,77.3,-7.7,144.8
2025-10-13,Russia,negativity,74.9,-6.9,138.5
2025-10-14,Russia,protest,72.0,-6.5,128.1
2025-10-14,Russia,crisis,80.6,-7.1,142.7
2025-10-14,Russia,negativity,74.8,-6.8,144.5
2025-10-15,Russia,protest,74.1,-7.1,134.5
2025-10-15,Russia,crisis,83.9,-7.1,143.8
2025-10-15,Russia,negativity,79.5,-6.7,143.4
2025-10-16,Russia,protest,72.0,-7.2,133.8
2025-10-16,Russia,crisis,80.9,-7.6,144.5
2025-10-16,Russia,negativity,79.6,-7.5,153.2
2025-10-17,Russia,protest,74.2,-6.7,134.6
2025-10-17,Russia,crisis,82.3,-7.2,151.1
2025-10-17,Russia,negativity,77.9,-7.3,131.0
2025-10-18,Russia,protest,72.3,-6.2,126.5
2025-10-18,Russia,crisis,77.4,-6.4,132.3
2025-10-18,Russia,negativity,73.9,-7.4,142.2
2025-10-19,Russia,protest,67.8,-6.8,131.2
2025-10-19,Russia,crisis,78.7,-7.2,133.8
2025-10-19,Russia,negativity,71.9,-6.4,130.7
2025-10-20,Russia,protest,72.2,-6.2,133.8
2025-10-20,Russia,crisis,79.0,-7.3,150.2
2025-10-20,Russia,negativity,75.7,-7.1,145.1
2025-10-21,Russia,protest,71.4,-6.8,131.3
2025-10-21,Russia,crisis,79.6,-6.6,155.3
2025-10-21,Russia,negativity,75.5,-7.4,133.7
2025-10-22,Russia,protest,74.8,-6.1,127.2
2025-10-22,Russia,crisis,79.1,-7.2,142.9
2025-10-22,Russia,negativity,78.0,-6.8,152.4
2025-10-23,Russia,protest,71.5,-6.7,140.7
2025-10-23,Russia,crisis,82.9,-8.0,158.7
2025-10-23,Russia,negativity,76.9,-7.2,130.7
2025-10-24,Russia,protest,70.8,-6.9,137.5
2025-10-24,Russia,crisis,78.7,-6.6,134.3
2025-10-24,Russia,negativity,74.0,-6.2,141.2
2025-10-25,Russia,protest,71.6,-6.6,142.1
2025-10-25,Russia,crisis,78.0,-7.7,144.1
2025-10-25,Russia,negativity,73.8,-6.5,141.0
2025-10-26,Russia,protest,70.8,-6.3,127.5
2025-10-26,Russia,crisis,77.0,-7.5,146.6
2025-10-26,Russia,negativity,72.8,-6.9,131.1
2025-10-27,Russia,protest,72.4,-7.1,123.6
2025-10-27,Russia,crisis,77.7,-7.1,147.3
2025-10-27,Russia,negativity,74.5,-6.8,142.6
2025-10-28,Russia,protest,70.4,-6.5,132.1
2025-10-28,Russia,crisis,78.4,-7.2,132.9
2025-10-28,Russia,negativity,74.2,-7.1,129.3
2025-10-29,Russia,protest,72.4,-6.4,138.6
2025-10-29,Russia,crisis,83.3,-7.4,149.3
2025-10-29,Russia,negativity,76.3,-7.2,139.0
2025-10-30,Russia,protest,75.7,-7.2,136.2
2025-10-30,Russia,crisis,83.4,-8.0,146.1
2025-10-30,Russia,negativity,78.8,-7.0,149.6
2025-10-31,Russia,protest,74.2,-6.4,133.9
2025-10-31,Russia,crisis,78.3,-7.0,143.0
2025-10-31,Russia,negativity,75.5,-6.4,147.1
2025-11-01,Russia,protest,73.1,-7.2,133.4
2025-11-01,Russia,crisis,77.0,-6.3,140.8
2025-11-01,Russia,negativity,75.3,-6.6,139.0
2025-11-02,Russia,protest,72.3,-7.0,138.5
2025-11-02,Russia,crisis,75.4,-7.3,132.1
2025-11-02,Russia,negativity,73.7,-6.2,143.4
2025-11-03,Russia,protest,71.2,-7.2,122.3
2025-11-03,Russia,crisis,80.0,-7.3,147.3
2025-11-03,Russia,negativity,75.4,-6.9,131.6
2025-11-04,Russia,protest,72.3,-6.4,134.7
2025-11-04,Russia,crisis,82.0,-6.9,149.0
2025-11-04,Russia,negativity,75.7,-6.5,140.7
2025-11-05,Russia,protest,74.1,-6.6,134.8
2025-11-05,Russia,crisis,82.5,-7.7,148.7
2025-11-05,Russia,negativity,79.0,-6.6,133.2
2025-11-06,Russia,protest,72.7,-6.0,137.9
2025-11-06,Russia,crisis,81.0,-7.6,139.2
2025-11-06,Russia,negativity,77.6,-7.4,133.3
2025-11-07,Russia,protest,71.4,-7.0,123.3
2025-11-07,Russia,crisis,79.7,-7.3,143.8
2025-11-07,Russia,negativity,74.5,-7.4,139.1
2025-11-08,Russia,protest,71.2,-7.2,132.2
2025-11-08,Russia,crisis,78.4,-7.7,147.0
2025-11-08,Russia,negativity,77.3,-7.2,130.4
2025-11-09,Russia,protest,71.4,-6.7,136.3
2025-11-09,Russia,crisis,78.1,-7.7,140.9
2025-11-09,Russia,negativity,72.8,-6.0,138.6
2025-11-10,Russia,protest,68.7,-6.2,129.2
2025-11-10,Russia,crisis,78.7,-7.8,135.7
2025-11-10,Russia,negativity,73.6,-6.6,132.1
2025-11-11,Russia,protest,72.3,-6.3,142.8
2025-11-11,Russia,crisis,81.4,-7.3,153.9
2025-11-11,Russia,negativity,74.3,-6.3,136.0
2025-11-12,Russia,protest,73.6,-6.1,127.6
2025-11-12,Russia,crisis,81.3,-7.6,151.8
2025-11-12,Russia,negativity,79.4,-7.2,154.5
2025-11-13,Russia,protest,71.7,-6.4,133.7
2025-11-13,Russia,crisis,80.5,-7.8,147.5
2025-11-13,Russia,negativity,79.8,-7.3,138.9
2025-11-14,Russia,protest,72.9,-7.3,130.6
2025-11-14,Russia,crisis,82.5,-7.1,147.8
2025-11-14,Russia,negativity,77.3,-6.4,151.4
2025-11-15,Russia,protest,72.6,-6.6,130.1
2025-11-15,Russia,crisis,78.7,-6.6,141.1
2025-11-15,Russia,negativity,72.9,-6.0,124.3
2025-11-16,Russia,protest,70.8,-6.8,131.4
2025-11-16,Russia,crisis,80.2,-7.7,139.9
2025-11-16,Russia,negativity,74.9,-7.4,132.4
2025-11-17,Russia,protest,68.4,-6.4,123.6
2025-11-17,Russia,crisis,79.2,-6.8,145.3
2025-11-17,Russia,negativity,74.1,-7.3,139.6
2025-11-18,Russia,protest,70.3,-5.7,131.9
2025-11-18,Russia,crisis,78.3,-6.9,150.4
2025-11-18,Russia,negativity,73.8,-7.3,124.6
2025-11-19,Russia,protest,73.6,-6.7,125.9
2025-11-19,Russia,crisis,83.2,-7.3,144.0
2025-11-19,Russia,negativity,77.1,-7.2,145.6
2025-11-20,Russia,protest,73.7,-7.1,123.9
2025-11-20,Russia,crisis,81.5,-8.0,140.4
2025-11-20,Russia,negativity,79.2,-7.9,136.1
2025-11-21,Russia,protest,72.3,-6.6,125.8
2025-11-21,Russia,crisis,80.9,-7.2,151.1
2025-11-21,Russia,negativity,75.8,-6.6,144.1
2025-11-22,Russia,protest,72.5,-6.1,122.5
2025-11-22,Russia,crisis,78.8,-7.2,151.2
2025-11-22,Russia,negativity,75.3,-6.2,146.6
2025-11-23,Russia,protest,70.0,-6.3,126.4
2025-11-23,Russia,crisis,79.1,-6.6,150.8
2025-11-23,Russia,negativity,74.1,-7.4,138.3
2025-11-24,Russia,protest,70.9,-7.0,140.2
2025-11-24,Russia,crisis,78.3,-7.1,147.7
2025-11-24,Russia,negativity,71.3,-6.3,140.6
2025-11-25,Russia,protest,68.6,-6.5,136.9
2025-11-25,Russia,crisis,77.7,-7.7,140.5
2025-11-25,Russia,negativity,74.3,-6.4,145.7
2025-11-26,Russia,protest,72.8,-6.2,138.0
2025-11-26,Russia,crisis,77.8,-7.6,134.6
2025-11-26,Russia,negativity,77.9,-7.5,142.8
2025-11-27,Russia,protest,72.1,-6.7,121.5
2025-11-27,Russia,crisis,81.3,-7.3,144.9
2025-11-27,Russia,negativity,76.7,-6.8,140.2
2025-11-28,Russia,protest,73.0,-6.4,132.3
2025-11-28,Russia,crisis,79.3,-6.6,145.2
2025-11-28,Russia,negativity,74.9,-6.3,141.5
2025-11-29,Russia,protest,70.7,-5.9,134.9
2025-11-29,Russia,crisis,77.6,-6.7,147.1
2025-11-29,Russia,negativity,74.6,-7.1,135.7
2025-11-30,Russia,protest,66.3,-6.4,119.0
2025-11-30,Russia,crisis,77.2,-6.7,139.8
2025-11-30,Russia,negativity,71.9,-6.1,124.2
2025-12-01,Russia,protest,69.5,-6.7,127.7
2025-12-01,Russia,crisis,75.3,-7.1,127.1
2025-12-01,Russia,negativity,70.9,-6.2,133.4
2025-12-02,Russia,protest,67.7,-5.8,133.9
2025-12-02,Russia,crisis,78.5,-6.6,142.8
2025-12-02,Russia,negativity,75.0,-7.2,128.6
2025-12-03,Russia,protest,70.0,-6.8,137.2
2025-12-03,Russia,crisis,77.2,-6.4,148.6
2025-12-03,Russia,negativity,73.8,-7.3,143.4
2025-12-04,Russia,protest,73.3,-6.8,128.9
2025-12-04,Russia,crisis,79.6,-7.0,136.3
2025-12-04,Russia,negativity,73.7,-6.4,143.5
2025-12-05,Russia,protest,69.5,-6.6,120.2
2025-12-05,Russia,crisis,77.9,-6.9,146.2
2025-12-05,Russia,negativity,74.4,-6.6,128.3
2025-12-06,Russia,protest,70.2,-6.6,135.3
2025-12-06,Russia,crisis,77.6,-7.2,141.7
2025-12-06,Russia,negativity,70.0,-6.2,135.9
2025-12-07,Russia,protest,68.5,-6.4,119.0
2025-12-07,Russia,crisis,75.2,-7.0,144.2
2025-12-07,Russia,negativity,70.0,-5.8,122.3
2025-12-08,Russia,protest,66.4,-5.6,120.7
2025-12-08,Russia,crisis,75.8,-7.2,136.6
2025-12-08,Russia,negativity,71.3,-6.3,121.4
2025-12-09,Russia,protest,69.0,-6.2,120.9
2025-12-09,Russia,crisis,73.7,-7.3,128.4
2025-12-09,Russia,negativity,72.2,-6.1,127.1
2025-12-10,Russia,protest,68.5,-6.3,123.2
2025-12-10,Russia,crisis,77.2,-7.6,140.2
2025-12-10,Russia,negativity,74.7,-6.9,138.7
2025-12-11,Russia,protest,69.9,-5.7,137.4
2025-12-11,Russia,crisis,76.7,-7.3,146.8
2025-12-11,Russia,negativity,74.1,-6.4,145.7
2025-12-12,Russia,protest,69.7,-6.5,126.3
2025-12-12,Russia,crisis,74.8,-6.3,129.9
2025-12-12,Russia,negativity,70.3,-6.3,140.0
2025-12-13,Russia,protest,67.7,-6.7,135.5
2025-12-13,Russia,crisis,75.2,-6.4,130.4
2025-12-13,Russia,negativity,70.3,-6.8,125.1
2025-12-14,Russia,protest,63.6,-5.5,124.3
2025-12-14,Russia,crisis,70.7,-6.7,140.3
2025-12-14,Russia,negativity,69.0,-6.0,133.1
2025-12-15,Russia,protest,66.9,-6.1,123.0
2025-12-15,Russia,crisis,72.6,-7.0,132.3
2025-12-15,Russia,negativity,69.3,-6.9,135.7
2025-12-16,Russia,protest,65.4,-5.8,111.1
2025-12-16,Russia,crisis,73.0,-7.0,136.1
2025-12-16,Russia,negativity,72.3,-7.0,135.4
2025-12-17,Russia,protest,69.2,-7.0,122.0
2025-12-17,Russia,crisis,73.9,-6.7,143.7
2025-12-17,Russia,negativity,70.5,-5.7,121.5
2025-12-18,Russia,protest,68.0,-6.1,128.5
2025-12-18,Russia,crisis,74.4,-6.3,125.7
2025-12-18,Russia,negativity,69.6,-6.7,137.2
2025-12-19,Russia,protest,67.5,-6.2,124.9
2025-12-19,Russia,crisis,74.9,-6.7,140.4
2025-12-19,Russia,negativity,72.7,-6.9,131.9
2025-12-20,Russia,protest,65.9,-6.1,113.2
2025-12-20,Russia,crisis,71.5,-7.0,125.0
2025-12-20,Russia,negativity,68.2,-6.8,122.0
2025-12-21,Russia,protest,63.1,-5.3,116.3
2025-12-21,Russia,crisis,71.3,-7.1,126.8
2025-12-21,Russia,negativity,67.4,-5.7,116.8
2025-12-22,Russia,protest,63.4,-5.6,121.5
2025-12-22,Russia,crisis,70.5,-6.3,136.9
2025-12-22,Russia,negativity,69.4,-6.0,136.9
2025-12-23,Russia,protest,67.5,-5.7,122.4
2025-12-23,Russia,crisis,72.3,-6.1,136.0
2025-12-23,Russia,negativity,69.0,-6.2,120.4
2025-12-24,Russia,protest,68.2,-6.2,120.1
2025-12-24,Russia,crisis,76.4,-7.3,136.6
2025-12-24,Russia,negativity,70.1,-6.7,122.2
2025-12-25,Russia,protest,65.9,-5.5,118.7
2025-12-25,Russia,crisis,76.4,-6.5,149.8
2025-12-25,Russia,negativity,69.6,-6.5,125.7
2025-12-26,Russia,protest,66.6,-5.6,132.2
2025-12-26,Russia,crisis,72.9,-7.2,140.0
2025-12-26,Russia,negativity,69.7,-6.9,130.3
2025-12-27,Russia,protest,63.2,-6.4,129.0
2025-12-27,Russia,crisis,71.1,-6.7,128.8
2025-12-27,Russia,negativity,69.3,-6.9,128.5
2025-12-28,Russia,protest,62.1,-6.1,110.0
2025-12-28,Russia,crisis,72.5,-7.1,126.5
2025-12-28,Russia,negativity,67.4,-6.6,129.3
2025-12-29,Russia,protest,62.5,-5.0,123.0
2025-12-29,Russia,crisis,73.5,-6.6,125.3
2025-12-29,Russia,negativity,65.8,-6.3,132.7
2025-12-30,Russia,protest,66.8,-5.5,119.1
2025-12-30,Russia,crisis,72.2,-6.5,122.6
2025-12-30,Russia,negativity,70.3,-6.5,130.5
2025-12-31,Russia,protest,67.6,-6.0,129.2
2025-12-31,Russia,crisis,73.1,-6.5,126.9
2025-12-31,Russia,negativity,69.1,-5.6,132.4
2026-01-01,Russia,protest,66.9,-5.9,116.3
2026-01-01,Russia,crisis,76.4,-7.5,143.8
2026-01-01,Russia,negativity,71.3,-6.7,134.0
2026-01-02,Russia,protest,68.3,-5.8,128.0
2026-01-02,Russia,crisis,73.7,-6.9,139.2
2026-01-02,Russia,negativity,73.3,-6.9,143.4
2026-01-03,Russia,protest,65.8,-6.6,124.6
2026-01-03,Russia,crisis,75.1,-7.5,128.7
2026-01-03,Russia,negativity,69.6,-5.8,136.7
2026-01-04,Russia,protest,66.0,-5.9,128.6
2026-01-04,Russia,crisis,70.7,-7.0,128.5
2026-01-04,Russia,negativity,69.5,-6.7,123.2
2026-01-05,Russia,protest,68.3,-6.3,123.7
2026-01-05,Russia,crisis,72.5,-7.1,135.7
2026-01-05,Russia,negativity,68.4,-6.0,133.9
2026-01-06,Russia,protest,69.9,-6.3,130.1
2026-01-06,Russia,crisis,74.3,-6.3,144.2
2026-01-06,Russia,negativity,72.0,-6.6,134.3
2026-01-07,Russia,protest,69.0,-6.1,118.9
2026-01-07,Russia,crisis,75.5,-6.4,133.8
2026-01-07,Russia,negativity,74.7,-6.8,138.4
2026-01-08,Russia,protest,69.6,-6.2,119.6
2026-01-08,Russia,crisis,79.9,-7.6,155.8
2026-01-08,Russia,negativity,73.8,-6.4,125.3
2026-01-09,Russia,protest,72.3,-6.7,129.7
2026-01-09,Russia,crisis,78.5,-6.6,139.0
2026-01-09,Russia,negativity,74.3,-6.6,138.9
2026-01-10,Russia,protest,68.2,-5.7,133.4
2026-01-10,Russia,crisis,77.4,-7.4,139.3
2026-01-10,Russia,negativity,70.4,-6.8,119.0
2026-01-11,Russia,protest,68.6,-6.7,118.1
2026-01-11,Russia,crisis,77.1,-6.4,139.9
2026-01-11,Russia,negativity,70.9,-6.6,119.6
2026-01-12,Russia,protest,69.2,-5.7,118.2
2026-01-12,Russia,crisis,76.1,-6.7,129.6
2026-01-12,Russia,negativity,72.5,-6.7,139.2
2026-01-13,Russia,protest,73.4,-6.3,125.6
2026-01-13,Russia,crisis,79.8,-6.8,150.4
2026-01-13,Russia,negativity,75.2,-7.1,141.4
2026-01-14,Russia,protest,71.6,-6.7,124.1
2026-01-14,Russia,crisis,80.8,-7.0,144.8
2026-01-14,Russia,negativity,78.8,-7.5,142.1
2026-01-15,Russia,protest,75.0,-6.7,142.6
2026-01-15,Russia,crisis,81.0,-7.0,146.2
2026-01-15,Russia,negativity,77.1,-7.2,140.6
2026-01-16,Russia,protest,73.0,-6.3,138.0
2026-01-16,Russia,crisis,83.9,-7.9,148.3
2026-01-16,Russia,negativity,75.5,-7.4,142.9
2026-01-17,Russia,protest,71.0,-7.0,134.0
2026-01-17,Russia,crisis,81.3,-7.5,151.1
2026-01-17,Russia,negativity,75.1,-6.4,147.5
2026-01-18,Russia,protest,70.6,-5.9,123.9
2026-01-18,Russia,crisis,79.7,-6.9,151.2
2026-01-18,Russia,negativity,76.7,-6.9,140.8
2026-01-19,Russia,protest,74.3,-7.4,130.6
2026-01-19,Russia,crisis,83.5,-7.2,144.2
2026-01-19,Russia,negativity,79.3,-7.5,137.5
2026-01-20,Russia,protest,76.9,-7.2,143.7
2026-01-20,Russia,crisis,81.5,-7.6,137.4
2026-01-20,Russia,negativity,80.2,-7.1,146.5
2026-01-21,Russia,protest,75.6,-6.9,141.0
2026-01-21,Russia,crisis,86.3,-8.1,155.8
2026-01-21,Russia,negativity,82.2,-7.2,152.6
2026-01-22,Russia,protest,80.2,-7.8,143.9
2026-01-22,Russia,crisis,89.5,-7.7,170.6
2026-01-22,Russia,negativity,80.7,-7.2,150.9
2026-01-23,Russia,protest,76.1,-6.3,142.1
2026-01-23,Russia,crisis,85.1,-8.4,155.1
2026-01-23,Russia,negativity,83.4,-7.2,154.3
2026-01-24,Russia,protest,77.2,-6.9,141.4
2026-01-24,Russia,crisis,84.9,-7.8,152.5
2026-01-24,Russia,negativity,80.0,-7.7,145.5
2026-01-25,Russia,protest,76.3,-7.1,135.7
2026-01-25,Russia,crisis,84.0,-8.1,157.8
2026-01-25,Russia,negativity,80.9,-7.5,137.8
2026-01-26,Russia,protest,76.1,-7.4,143.6
2026-01-26,Russia,crisis,87.8,-7.9,154.9
2026-01-26,Russia,negativity,84.6,-7.1,155.6
2026-01-27,Russia,protest,79.4,-7.8,154.8
2026-01-27,Russia,crisis,88.2,-7.8,160.7
2026-01-27,Russia,negativity,86.7,-7.3,156.5
2026-01-28,Russia,protest,83.0,-7.7,147.2
2026-01-28,Russia,crisis,92.4,-8.6,159.8
2026-01-28,Russia,negativity,85.6,-7.1,160.0
2026-01-29,Russia,protest,81.9,-7.1,148.1
2026-01-29,Russia,crisis,93.2,-8.6,167.1
2026-01-29,Russia,negativity,88.6,-7.4,155.9
2026-01-30,Russia,protest,82.4,-7.8,143.8
2026-01-30,Russia,crisis,92.4,-8.6,172.3
2026-01-30,Russia,negativity,89.4,-7.6,168.2
2026-01-31,Russia,protest,81.8,-7.7,141.7
2026-01-31,Russia,crisis,89.6,-8.1,170.0
2026-01-31,Russia,negativity,84.7,-7.1,142.3
2026-02-01,Russia,protest,82.9,-7.4,157.5
2026-02-01,Russia,crisis,92.4,-8.7,158.5
2026-02-01,Russia,negativity,84.7,-8.1,157.2
2026-02-02,Russia,protest,80.2,-7.9,135.9
2026-02-02,Russia,crisis,89.1,-8.0,157.0
2026-02-02,Russia,negativity,84.8,-8.0,143.3
2026-02-03,Russia,protest,86.7,-8.3,153.1
2026-02-03,Russia,crisis,95.8,-9.1,175.2
2026-02-03,Russia,negativity,90.0,-8.1,169.9
2026-02-04,Russia,protest,84.4,-8.0,144.9
2026-02-04,Russia,crisis,97.3,-9.5,183.1
2026-02-04,Russia,negativity,91.0,-7.7,160.7
2026-02-05,Russia,protest,87.2,-7.4,159.2
2026-02-05,Russia,crisis,95.8,-8.1,173.3
2026-02-05,Russia,negativity,93.8,-8.4,165.9
2026-02-06,Russia,protest,85.3,-8.3,143.8
2026-02-06,Russia,crisis,96.0,-8.1,160.8
2026-02-06,Russia,negativity,92.2,-7.7,168.5
2026-02-07,Russia,protest,84.0,-8.3,146.6
2026-02-07,Russia,crisis,93.3,-8.9,168.1
2026-02-07,Russia,negativity,92.2,-9.1,159.2
2026-02-08,Russia,protest,85.4,-8.2,154.2
2026-02-08,Russia,crisis,95.9,-8.5,169.5
2026-02-08,Russia,negativity,88.5,-7.8,150.9
2026-02-09,Russia,protest,86.7,-8.4,156.3
2026-02-09,Russia,crisis,93.5,-8.1,176.5
2026-02-09,Russia,negativity,87.5,-8.0,163.1
2026-02-10,Russia,protest,89.0,-8.6,166.0
2026-02-10,Russia,crisis,98.6,-9.5,180.8
2026-02-10,Russia,negativity,93.3,-8.6,169.7
2026-02-11,Russia,protest,89.5,-8.7,163.7
2026-02-11,Russia,crisis,95.9,-8.1,170.2
2026-02-11,Russia,negativity,92.1,-9.0,166.8
2026-02-12,Russia,protest,89.9,-8.7,171.0
2026-02-12,Russia,crisis,99.0,-8.7,174.7
2026-02-12,Russia,negativity,91.7,-8.7,160.9
2026-02-13,Russia,protest,88.5,-7.6,152.1
2026-02-13,Russia,crisis,97.1,-9.3,173.3
2026-02-13,Russia,negativity,92.7,-8.7,166.8
2026-02-14,Russia,protest,86.5,-7.7,163.7
2026-02-14,Russia,crisis,94.7,-8.7,174.0
2026-02-14,Russia,negativity,91.9,-7.8,166.2
2026-02-15,Russia,protest,83.8,-7.6,146.6
2026-02-15,Russia,crisis,93.7,-9.1,158.8
2026-02-15,Russia,negativity,91.3,-7.7,160.7
2026-02-16,Russia,protest,86.6,-7.3,159.1
2026-02-16,Russia,crisis,97.4,-9.4,172.8
2026-02-16,Russia,negativity,88.6,-7.6,159.0
2026-02-17,Russia,protest,89.2,-7.8,161.0
2026-02-17,Russia,crisis,97.8,-9.4,176.9
2026-02-17,Russia,negativity,93.6,-9.0,156.1
2026-02-18,Russia,protest,86.3,-8.2,148.2
2026-02-18,Russia,crisis,96.1,-9.3,167.7
2026-02-18,Russia,negativity,92.9,-9.0,156.8
2026-02-19,Russia,protest,90.2,-8.3,154.0
2026-02-19,Russia,crisis,97.4,-9.0,173.5
2026-02-19,Russia,negativity,95.8,-9.4,176.9
2026-02-20,Russia,protest,88.0,-7.9,152.5
2026-02-20,Russia,crisis,95.5,-8.1,171.3
2026-02-20,Russia,negativity,90.6,-7.8,158.9
2026-02-21,Russia,protest,83.4,-7.9,148.0
2026-02-21,Russia,crisis,92.7,-9.0,161.5
2026-02-21,Russia,negativity,88.5,-8.2,165.6
2026-02-22,Russia,protest,85.1,-7.8,154.2
2026-02-22,Russia,crisis,92.1,-8.5,161.3
2026-02-22,Russia,negativity,87.3,-8.3,165.9
2026-02-23,Russia,protest,84.3,-7.2,146.1
2026-02-23,Russia,crisis,94.2,-8.5,165.7
2026-02-23,Russia,negativity,89.3,-8.0,167.9
2026-02-24,Russia,protest,84.0,-7.9,148.1
2026-02-24,Russia,crisis,95.3,-8.6,161.0
2026-02-24,Russia,negativity,89.0,-8.6,155.6
2026-02-25,Russia,protest,87.1,-7.7,154.8
2026-02-25,Russia,crisis,93.6,-8.6,172.7
2026-02-25,Russia,negativity,90.5,-7.9,160.5
2026-02-26,Russia,protest,88.4,-7.8,169.2
2026-02-26,Russia,crisis,97.0,-8.4,175.8
2026-02-26,Russia,negativity,89.6,-8.3,168.8
2026-02-27,Russia,protest,84.6,-8.1,152.0
2026-02-27,Russia,crisis,95.9,-9.0,173.3
2026-02-27,Russia,negativity,87.8,-8.0,155.7
2026-02-28,Russia,protest,83.5,-7.1,145.8
2026-02-28,Russia,crisis,92.0,-8.6,172.6
2026-02-28,Russia,negativity,86.2,-8.4,159.9
2026-03-01,Russia,protest,80.7,-7.8,143.2
2026-03-01,Russia,crisis,88.6,-7.4,168.2
2026-03-01,Russia,negativity,86.0,-7.6,162.0
2026-03-02,Russia,protest,80.9,-7.5,154.2
2026-03-02,Russia,crisis,89.5,-7.7,162.4
2026-03-02,Russia,negativity,83.4,-7.7,154.2
2026-03-03,Russia,protest,79.2,-7.8,143.0
2026-03-03,Russia,crisis,89.7,-8.5,150.2
2026-03-03,Russia,negativity,86.8,-7.9,160.6
2026-03-04,Russia,protest,81.9,-7.9,152.6
2026-03-04,Russia,crisis,88.8,-8.2,165.7
2026-03-04,Russia,negativity,87.8,-8.1,162.2
2026-03-05,Russia,protest,80.5,-6.6,143.3
2026-03-05,Russia,crisis,90.5,-7.7,162.8
2026-03-05,Russia,negativity,87.0,-7.8,157.0
2026-03-06,Russia,protest,79.2,-7.2,148.6
2026-03-06,Russia,crisis,87.1,-7.4,149.7
2026-03-06,Russia,negativity,83.9,-7.4,150.9
2026-03-07,Russia,protest,76.9,-7.7,149.5
