feature_id,country,date,cluster,subcluster,feature_name,feature_value
Iran-2025-08-18-external-regional_spillover_signal,Iran,2025-08-18,escalation,external,regional_spillover_signal,96.2
Iran-2025-08-19-internal-internal_violence_signal,Iran,2025-08-19,escalation,internal,internal_violence_signal,93.7
Iran-2025-08-19-internal-repression_signal,Iran,2025-08-19,escalation,internal,repression_signal,80.7
Iran-2025-08-19-internal-domestic_attack_signal,Iran,2025-08-19,escalation,internal,domestic_attack_signal,74.7
Iran-2025-08-19-external-war_activity_signal,Iran,2025-08-19,escalation,external,war_activity_signal,92.0
Iran-2025-08-19-external-external_attack_signal,Iran,2025-08-19,escalation,external,external_attack_signal,92.4
Iran-2025-08-19-external-regional_spillover_signal,Iran,2025-08-19,escalation,external,regional_spillover_signal,96.3
Iran-2025-08-20-internal-internal_violence_signal,Iran,2025-08-20,escalation,internal,internal_violence_signal,90.8
Iran-2025-08-20-internal-repression_signal,Iran,2025-08-20,escalation,internal,repression_signal,80.3
Iran-2025-08-20-internal-domestic_attack_signal,Iran,2025-08-20,escalation,internal,domestic_attack_signal,76.2
Iran-2025-08-20-external-war_activity_signal,Iran,2025-08-20,escalation,external,war_activity_signal,92.0
Iran-2025-08-20-external-external_attack_signal,Iran,2025-08-20,escalation,external,external_attack_signal,91.7
Iran-2025-08-20-external-regional_spillover_signal,Iran,2025-08-20,escalation,external,regional_spillover_signal,97.8
Iran-2025-08-21-internal-internal_violence_signal,Iran,2025-08-21,escalation,internal,internal_violence_signal,92.5
Iran-2025-08-21-internal-repression_signal,Iran,2025-08-21,escalation,internal,repression_signal,80.3
Iran-2025-08-21-internal-domestic_attack_signal,Iran,2025-08-21,escalation,internal,domestic_attack_signal,73.4
Iran-2025-08-21-external-war_activity_signal,Iran,2025-08-21,escalation,external,war_activity_signal,95.3
Iran-2025-08-21-external-external_attack_signal,Iran,2025-08-21,escalation,external,external_attack_signal,91.9
Iran-2025-08-21-external-regional_spillover_signal,Iran,2025-08-21,escalation,external,regional_spillover_signal,92.8
Iran-2025-08-22-internal-internal_violence_signal,Iran,2025-08-22,escalation,internal,internal_violence_signal,90.6
Iran-2025-08-22-internal-repression_signal,Iran,2025-08-22,escalation,internal,repression_signal,83.4
Iran-2025-08-22-internal-domestic_attack_signal,Iran,2025-08-22,escalation,internal,domestic_attack_signal,76.0
Iran-2025-08-22-external-war_activity_signal,Iran,2025-08-22,escalation,external,war_activity_signal,91.1
Iran-2025-08-22-external-external_attack_signal,Iran,2025-08-22,escalation,external,external_attack_signal,93.0
Iran-2025-08-22-external-regional_spillover_signal,Iran,2025-08-22,escalation,external,regional_spillover_signal,97.0
Iran-2025-08-23-internal-internal_violence_signal,Iran,2025-08-23,escalation,internal,internal_violence_signal,93.6
Iran-2025-08-23-internal-repression_signal,Iran,2025-08-23,escalation,internal,repression_signal,80.4
Iran-2025-08-23-internal-domestic_attack_signal,Iran,2025-08-23,escalation,internal,domestic_attack_signal,73.0
Iran-2025-08-23-external-war_activity_signal,Iran,2025-08-23,escalation,external,war_activity_signal,95.6
Iran-2025-08-23-external-external_attack_signal,Iran,2025-08-23,escalation,external,external_attack_signal,93.5
Iran-2025-08-23-external-regional_spillover_signal,Iran,2025-08-23,escalation,external,regional_spillover_signal,97.4
Iran-2025-08-24-internal-internal_violence_signal,Iran,2025-08-24,escalation,internal,internal_violence_signal,95.5
Iran-2025-08-24-internal-repression_signal,Iran,2025-08-24,escalation,internal,repression_signal,84.1
Iran-2025-08-24-internal-domestic_attack_signal,Iran,2025-08-24,escalation,internal,domestic_attack_signal,75.7
Iran-2025-08-24-external-war_activity_signal,Iran,2025-08-24,escalation,external,war_activity_signal,95.3
Iran-2025-08-24-external-external_attack_signal,Iran,2025-08-24,escalation,external,external_attack_signal,93.5
Iran-2025-08-24-external-regional_spillover_signal,Iran,2025-08-24,escalation,external,regional_spillover_signal,94.2
Iran-2025-08-25-internal-internal_violence_signal,Iran,2025-08-25,escalation,internal,internal_violence_signal,94.5
Iran-2025-08-25-internal-repression_signal,Iran,2025-08-25,escalation,internal,repression_signal,82.4
Iran-2025-08-25-internal-domestic_attack_signal,Iran,2025-08-25,escalation,internal,domestic_attack_signal,76.4
Iran-2025-08-25-external-war_activity_signal,Iran,2025-08-25,escalation,external,war_activity_signal,94.9
Iran-2025-08-25-external-external_attack_signal,Iran,2025-08-25,escalation,external,external_attack_signal,96.4
Iran-2025-08-25-external-regional_spillover_signal,Iran,2025-08-25,escalation,external,regional_spillover_signal,97.7
Iran-2025-08-26-internal-internal_violence_signal,Iran,2025-08-26,escalation,internal,internal_violence_signal,94.4
Iran-2025-08-26-internal-repression_signal,Iran,2025-08-26,escalation,internal,repression_signal,82.9
Iran-2025-08-26-internal-domestic_attack_signal,Iran,2025-08-26,escalation,internal,domestic_attack_signal,76.3
Iran-2025-08-26-external-war_activity_signal,Iran,2025-08-26,escalation,external,war_activity_signal,96.0
Iran-2025-08-26-external-external_attack_signal,Iran,2025-08-26,escalation,external,external_attack_signal,92.0
Iran-2025-08-26-external-regional_spillover_signal,Iran,2025-08-26,escalation,external,regional_spillover_signal,93.9
Iran-2025-08-27-internal-internal_violence_signal,Iran,2025-08-27,escalation,internal,internal_violence_signal,90.6
Iran-2025-08-27-internal-repression_signal,Iran,2025-08-27,escalation,internal,repression_signal,80.5
Iran-2025-08-27-internal-domestic_attack_signal,Iran,2025-08-27,escalation,internal,domestic_attack_signal,72.1
Iran-2025-08-27-external-war_activity_signal,Iran,2025-08-27,escalation,external,war_activity_signal,94.0
Iran-2025-08-27-external-external_attack_signal,Iran,2025-08-27,escalation,external,external_attack_signal,96.0
Iran-2025-08-27-external-regional_spillover_signal,Iran,2025-08-27,escalation,external,regional_spillover_signal,95.5
Iran-2025-08-28-internal-internal_violence_signal,Iran,2025-08-28,escalation,internal,internal_violence_signal,91.9
Iran-2025-08-28-internal-repression_signal,Iran,2025-08-28,escalation,internal,repression_signal,84.5
Iran-2025-08-28-internal-domestic_attack_signal,Iran,2025-08-28,escalation,internal,domestic_attack_signal,74.6
Iran-2025-08-28-external-war_activity_signal,Iran,2025-08-28,escalation,external,war_activity_signal,93.0
Iran-2025-08-28-external-external_attack_signal,Iran,2025-08-28,escalation,external,external_attack_signal,93.8
Iran-2025-08-28-external-regional_spillover_signal,Iran,2025-08-28,escalation,external,regional_spillover_signal,96.9
Iran-2025-08-29-internal-internal_violence_signal,Iran,2025-08-29,escalation,internal,internal_violence_signal,93.8
Iran-2025-08-29-internal-repression_signal,Iran,2025-08-29,escalation,internal,repression_signal,80.8
Iran-2025-08-29-internal-domestic_attack_signal,Iran,2025-08-29,escalation,internal,domestic_attack_signal,76.2
Iran-2025-08-29-external-war_activity_signal,Iran,2025-08-29,escalation,external,war_activity_signal,95.4
Iran-2025-08-29-external-external_attack_signal,Iran,2025-08-29,escalation,external,external_attack_signal,95.6
Iran-2025-08-29-external-regional_spillover_signal,Iran,2025-08-29,escalation,external,regional_spillover_signal,93.3
Iran-2025-08-30-internal-internal_violence_signal,Iran,2025-08-30,escalation,internal,internal_violence_signal,94.2
Iran-2025-08-30-internal-repression_signal,Iran,2025-08-30,escalation,internal,repression_signal,84.6
Iran-2025-08-30-internal-domestic_attack_signal,Iran,2025-08-30,escalation,internal,domestic_attack_signal,75.5
Iran-2025-08-30-external-war_activity_signal,Iran,2025-08-30,escalation,external,war_activity_signal,92.0
Iran-2025-08-30-external-external_attack_signal,Iran,2025-08-30,escalation,external,external_attack_signal,95.2
Iran-2025-08-30-external-regional_spillover_signal,Iran,2025-08-30,escalation,external,regional_spillover_signal,92.8
Iran-2025-08-31-internal-internal_violence_signal,Iran,2025-08-31,escalation,internal,internal_violence_signal,93.7
Iran-2025-08-31-internal-repression_signal,Iran,2025-08-31,escalation,internal,repression_signal,81.8
Iran-2025-08-31-internal-domestic_attack_signal,Iran,2025-08-31,escalation,internal,domestic_attack_signal,71.9
Iran-2025-08-31-external-war_activity_signal,Iran,2025-08-31,escalation,external,war_activity_signal,92.9
Iran-2025-08-31-external-external_attack_signal,Iran,2025-08-31,escalation,external,external_attack_signal,95.4
Iran-2025-08-31-external-regional_spillover_signal,Iran,2025-08-31,escalation,external,regional_spillover_signal,94.5
Iran-2025-09-01-internal-internal_violence_signal,Iran,2025-09-01,escalation,internal,internal_violence_signal,94.9
Iran-2025-09-01-internal-repression_signal,Iran,2025-09-01,escalation,internal,repression_signal,83.5
Iran-2025-09-01-internal-domestic_attack_signal,Iran,2025-09-01,escalation,internal,domestic_attack_signal,76.9
Iran-2025-09-01-external-war_activity_signal,Iran,2025-09-01,escalation,external,war_activity_signal,93.1
Iran-2025-09-01-external-external_attack_signal,Iran,2025-09-01,escalation,external,external_attack_signal,92.0
Iran-2025-09-01-external-regional_spillover_signal,Iran,2025-09-01,escalation,external,regional_spillover_signal,92.8
Iran-2025-09-02-internal-internal_violence_signal,Iran,2025-09-02,escalation,internal,internal_violence_signal,92.6
Iran-2025-09-02-internal-repression_signal,Iran,2025-09-02,escalation,internal,repression_signal,80.2
Iran-2025-09-02-internal-domestic_attack_signal,Iran,2025-09-02,escalation,internal,domestic_attack_signal,73.9
Iran-2025-09-02-external-war_activity_signal,Iran,2025-09-02,escalation,external,war_activity_signal,94.5
Iran-2025-09-02-external-external_attack_signal,Iran,2025-09-02,escalation,external,external_attack_signal,92.4
Iran-2025-09-02-external-regional_spillover_signal,Iran,2025-09-02,escalation,external,regional_spillover_signal,95.2
Iran-2025-09-03-internal-internal_violence_signal,Iran,2025-09-03,escalation,internal,internal_violence_signal,94.7
Iran-2025-09-03-internal-repression_signal,Iran,2025-09-03,escalation,internal,repression_signal,80.8
Iran-2025-09-03-internal-domestic_attack_signal,Iran,2025-09-03,escalation,internal,domestic_attack_signal,74.8
Iran-2025-09-03-external-war_activity_signal,Iran,2025-09-03,escalation,external,war_activity_signal,95.0
Iran-2025-09-03-external-external_attack_signal,Iran,2025-09-03,escalation,external,external_attack_signal,93.9
Iran-2025-09-03-external-regional_spillover_signal,Iran,2025-09-03,escalation,external,regional_spillover_signal,95.5
Iran-2025-09-04-internal-internal_violence_signal,Iran,2025-09-04,escalation,internal,internal_violence_signal,95.7
Iran-2025-09-04-internal-repression_signal,Iran,2025-09-04,escalation,internal,repression_signal,80.5
Iran-2025-09-04-internal-domestic_attack_signal,Iran,2025-09-04,escalation,internal,domestic_attack_signal,72.8
Iran-2025-09-04-external-war_activity_signal,Iran,2025-09-04,escalation,external,war_activity_signal,96.2
Iran-2025-09-04-external-external_attack_signal,Iran,2025-09-04,escalation,external,external_attack_signal,91.0
Iran-2025-09-04-external-regional_spillover_signal,Iran,2025-09-04,escalation,external,regional_spillover_signal,95.6
Iran-2025-09-05-internal-internal_violence_signal,Iran,2025-09-05,escalation,internal,internal_violence_signal,92.3
Iran-2025-09-05-internal-repression_signal,Iran,2025-09-05,escalation,internal,repression_signal,81.5
Iran-2025-09-05-internal-domestic_attack_signal,Iran,2025-09-05,escalation,internal,domestic_attack_signal,73.3
Iran-2025-09-05-external-war_activity_signal,Iran,2025-09-05,escalation,external,war_activity_signal,95.0
Iran-2025-09-05-external-external_attack_signal,Iran,2025-09-05,escalation,external,external_attack_signal,96.2
Iran-2025-09-05-external-regional_spillover_signal,Iran,2025-09-05,escalation,external,regional_spillover_signal,96.1
Iran-2025-09-06-internal-internal_violence_signal,Iran,2025-09-06,escalation,internal,internal_violence_signal,95.1
Iran-2025-09-06-internal-repression_signal,Iran,2025-09-06,escalation,internal,repression_signal,83.1
Iran-2025-09-06-internal-domestic_attack_signal,Iran,2025-09-06,escalation,internal,domestic_attack_signal,74.9
Iran-2025-09-06-external-war_activity_signal,Iran,2025-09-06,escalation,external,war_activity_signal,93.6
Iran-2025-09-06-external-external_attack_signal,Iran,2025-09-06,escalation,external,external_attack_signal,93.3
Iran-2025-09-06-external-regional_spillover_signal,Iran,2025-09-06,escalation,external,regional_spillover_signal,96.8
Iran-2025-09-07-internal-internal_violence_signal,Iran,2025-09-07,escalation,internal,internal_violence_signal,94.0
Iran-2025-09-07-internal-repression_signal,Iran,2025-09-07,escalation,internal,repression_signal,81.2
Iran-2025-09-07-internal-domestic_attack_signal,Iran,2025-09-07,escalation,internal,domestic_attack_signal,75.6
Iran-2025-09-07-external-war_activity_signal,Iran,2025-09-07,escalation,external,war_activity_signal,93.1
Iran-2025-09-07-external-external_attack_signal,Iran,2025-09-07,escalation,external,external_attack_signal,93.2
Iran-2025-09-07-external-regional_spillover_signal,Iran,2025-09-07,escalation,external,regional_spillover_signal,96.9
Iran-2025-09-08-internal-internal_violence_signal,Iran,2025-09-08,escalation,internal,internal_violence_signal,92.4
Iran-2025-09-08-internal-repression_signal,Iran,2025-09-08,escalation,internal,repression_signal,80.0
Iran-2025-09-08-internal-domestic_attack_signal,Iran,2025-09-08,escalation,internal,domestic_attack_signal,73.7
Iran-2025-09-08-external-war_activity_signal,Iran,2025-09-08,escalation,external,war_activity_signal,91.5
Iran-2025-09-08-external-external_attack_signal,Iran,2025-09-08,escalation,external,external_attack_signal,94.0
Iran-2025-09-08-external-regional_spillover_signal,Iran,2025-09-08,escalation,external,regional_spillover_signal,94.8
Iran-2025-09-09-internal-internal_violence_signal,Iran,2025-09-09,escalation,internal,internal_violence_signal,94.9
Iran-2025-09-09-internal-repression_signal,Iran,2025-09-09,escalation,internal,repression_signal,79.7
Iran-2025-09-09-internal-domestic_attack_signal,Iran,2025-09-09,escalation,internal,domestic_attack_signal,71.7
Iran-2025-09-09-external-war_activity_signal,Iran,2025-09-09,escalation,external,war_activity_signal,95.6
Iran-2025-09-09-external-external_attack_signal,Iran,2025-09-09,escalation,external,external_attack_signal,92.9
Iran-2025-09-09-external-regional_spillover_signal,Iran,2025-09-09,escalation,external,regional_spillover_signal,93.7
Iran-2025-09-10-internal-internal_violence_signal,Iran,2025-09-10,escalation,internal,internal_violence_signal,91.4
Iran-2025-09-10-internal-repression_signal,Iran,2025-09-10,escalation,internal,repression_signal,83.3
Iran-2025-09-10-internal-domestic_attack_signal,Iran,2025-09-10,escalation,internal,domestic_attack_signal,75.6
Iran-2025-09-10-external-war_activity_signal,Iran,2025-09-10,escalation,external,war_activity_signal,96.6
Iran-2025-09-10-external-external_attack_signal,Iran,2025-09-10,escalation,external,external_attack_signal,96.5
Iran-2025-09-10-external-regional_spillover_signal,Iran,2025-09-10,escalation,external,regional_spillover_signal,92.9
Iran-2025-09-11-internal-internal_violence_signal,Iran,2025-09-11,escalation,internal,internal_violence_signal,94.4
Iran-2025-09-11-internal-repression_signal,Iran,2025-09-11,escalation,internal,repression_signal,82.1
Iran-2025-09-11-internal-domestic_attack_signal,Iran,2025-09-11,escalation,internal,domestic_attack_signal,74.3
Iran-2025-09-11-external-war_activity_signal,Iran,2025-09-11,escalation,external,war_activity_signal,94.4
Iran-2025-09-11-external-external_attack_signal,Iran,2025-09-11,escalation,external,external_attack_signal,92.9
Iran-2025-09-11-external-regional_spillover_signal,Iran,2025-09-11,escalation,external,regional_spillover_signal,92.7
Iran-2025-09-12-internal-internal_violence_signal,Iran,2025-09-12,escalation,internal,internal_violence_signal,92.8
Iran-2025-09-12-internal-repression_signal,Iran,2025-09-12,escalation,internal,repression_signal,81.8
Iran-2025-09-12-internal-domestic_attack_signal,Iran,2025-09-12,escalation,internal,domestic_attack_signal,77.0
Iran-2025-09-12-external-war_activity_signal,Iran,2025-09-12,escalation,external,war_activity_signal,93.5
Iran-2025-09-12-external-external_attack_signal,Iran,2025-09-12,escalation,external,external_attack_signal,94.1
Iran-2025-09-12-external-regional_spillover_signal,Iran,2025-09-12,escalation,external,regional_spillover_signal,96.6
Iran-2025-09-13-internal-internal_violence_signal,Iran,2025-09-13,escalation,internal,internal_violence_signal,95.6
Iran-2025-09-13-internal-repression_signal,Iran,2025-09-13,escalation,internal,repression_signal,84.6
Iran-2025-09-13-internal-domestic_attack_signal,Iran,2025-09-13,escalation,internal,domestic_attack_signal,75.7
Iran-2025-09-13-external-war_activity_signal,Iran,2025-09-13,escalation,external,war_activity_signal,96.3
Iran-2025-09-13-external-external_attack_signal,Iran,2025-09-13,escalation,external,external_attack_signal,96.4
Iran-2025-09-13-external-regional_spillover_signal,Iran,2025-09-13,escalation,external,regional_spillover_signal,97.8
Iran-2025-09-14-internal-internal_violence_signal,Iran,2025-09-14,escalation,internal,internal_violence_signal,91.4
Iran-2025-09-14-internal-repression_signal,Iran,2025-09-14,escalation,internal,repression_signal,83.1
Iran-2025-09-14-internal-domestic_attack_signal,Iran,2025-09-14,escalation,internal,domestic_attack_signal,76.9
Iran-2025-09-14-external-war_activity_signal,Iran,2025-09-14,escalation,external,war_activity_signal,95.9
Iran-2025-09-14-external-external_attack_signal,Iran,2025-09-14,escalation,external,external_attack_signal,91.2
Iran-2025-09-14-external-regional_spillover_signal,Iran,2025-09-14,escalation,external,regional_spillover_signal,97.4
Iran-2025-09-15-internal-internal_violence_signal,Iran,2025-09-15,escalation,internal,internal_violence_signal,90.7
Iran-2025-09-15-internal-repression_signal,Iran,2025-09-15,escalation,internal,repression_signal,84.7
Iran-2025-09-15-internal-domestic_attack_signal,Iran,2025-09-15,escalation,internal,domestic_attack_signal,76.1
Iran-2025-09-15-external-war_activity_signal,Iran,2025-09-15,escalation,external,war_activity_signal,91.5
Iran-2025-09-15-external-external_attack_signal,Iran,2025-09-15,escalation,external,external_attack_signal,95.9
Iran-2025-09-15-external-regional_spillover_signal,Iran,2025-09-15,escalation,external,regional_spillover_signal,97.6
Iran-2025-09-16-internal-internal_violence_signal,Iran,2025-09-16,escalation,internal,internal_violence_signal,95.0
Iran-2025-09-16-internal-repression_signal,Iran,2025-09-16,escalation,internal,repression_signal,81.0
Iran-2025-09-16-internal-domestic_attack_signal,Iran,2025-09-16,escalation,internal,domestic_attack_signal,76.8
Iran-2025-09-16-external-war_activity_signal,Iran,2025-09-16,escalation,external,war_activity_signal,91.2
Iran-2025-09-16-external-external_attack_signal,Iran,2025-09-16,escalation,external,external_attack_signal,95.3
Iran-2025-09-16-external-regional_spillover_signal,Iran,2025-09-16,escalation,external,regional_spillover_signal,94.5
Iran-2025-09-17-internal-internal_violence_signal,Iran,2025-09-17,escalation,internal,internal_violence_signal,95.4
Iran-2025-09-17-internal-repression_signal,Iran,2025-09-17,escalation,internal,repression_signal,84.4
Iran-2025-09-17-internal-domestic_attack_signal,Iran,2025-09-17,escalation,internal,domestic_attack_signal,75.9
Iran-2025-09-17-external-war_activity_signal,Iran,2025-09-17,escalation,external,war_activity_signal,96.6
Iran-2025-09-17-external-external_attack_signal,Iran,2025-09-17,escalation,external,external_attack_signal,91.6
Iran-2025-09-17-external-regional_spillover_signal,Iran,2025-09-17,escalation,external,regional_spillover_signal,95.6
Iran-2025-09-18-internal-internal_violence_signal,Iran,2025-09-18,escalation,internal,internal_violence_signal,90.3
Iran-2025-09-18-internal-repression_signal,Iran,2025-09-18,escalation,internal,repression_signal,84.4
Iran-2025-09-18-internal-domestic_attack_signal,Iran,2025-09-18,escalation,internal,domestic_attack_signal,77.1
Iran-2025-09-18-external-war_activity_signal,Iran,2025-09-18,escalation,external,war_activity_signal,95.9
Iran-2025-09-18-external-external_attack_signal,Iran,2025-09-18,escalation,external,external_attack_signal,95.8
Iran-2025-09-18-external-regional_spillover_signal,Iran,2025-09-18,escalation,external,regional_spillover_signal,94.5
Iran-2025-09-19-internal-internal_violence_signal,Iran,2025-09-19,escalation,internal,internal_violence_signal,91.4
Iran-2025-09-19-internal-repression_signal,Iran,2025-09-19,escalation,internal,repression_signal,81.0
Iran-2025-09-19-internal-domestic_attack_signal,Iran,2025-09-19,escalation,internal,domestic_attack_signal,76.1
Iran-2025-09-19-external-war_activity_signal,Iran,2025-09-19,escalation,external,war_activity_signal,93.4
Iran-2025-09-19-external-external_attack_signal,Iran,2025-09-19,escalation,external,external_attack_signal,93.9
Iran-2025-09-19-external-regional_spillover_signal,Iran,2025-09-19,escalation,external,regional_spillover_signal,96.5
Iran-2025-09-20-internal-internal_violence_signal,Iran,2025-09-20,escalation,internal,internal_violence_signal,90.9
Iran-2025-09-20-internal-repression_signal,Iran,2025-09-20,escalation,internal,repression_signal,82.6
Iran-2025-09-20-internal-domestic_attack_signal,Iran,2025-09-20,escalation,internal,domestic_attack_signal,72.9
Iran-2025-09-20-external-war_activity_signal,Iran,2025-09-20,escalation,external,war_activity_signal,95.9
Iran-2025-09-20-external-external_attack_signal,Iran,2025-09-20,escalation,external,external_attack_signal,95.8
Iran-2025-09-20-external-regional_spillover_signal,Iran,2025-09-20,escalation,external,regional_spillover_signal,95.0
Iran-2025-09-21-internal-internal_violence_signal,Iran,2025-09-21,escalation,internal,internal_violence_signal,94.1
Iran-2025-09-21-internal-repression_signal,Iran,2025-09-21,escalation,internal,repression_signal,83.2
Iran-2025-09-21-internal-domestic_attack_signal,Iran,2025-09-21,escalation,internal,domestic_attack_signal,75.8
Iran-2025-09-21-external-war_activity_signal,Iran,2025-09-21,escalation,external,war_activity_signal,95.8
Iran-2025-09-21-external-external_attack_signal,Iran,2025-09-21,escalation,external,external_attack_signal,94.7
Iran-2025-09-21-external-regional_spillover_signal,Iran,2025-09-21,escalation,external,regional_spillover_signal,91.9
Iran-2025-09-22-internal-internal_violence_signal,Iran,2025-09-22,escalation,internal,internal_violence_signal,94.3
Iran-2025-09-22-internal-repression_signal,Iran,2025-09-22,escalation,internal,repression_signal,81.8
Iran-2025-09-22-internal-domestic_attack_signal,Iran,2025-09-22,escalation,internal,domestic_attack_signal,75.7
Iran-2025-09-22-external-war_activity_signal,Iran,2025-09-22,escalation,external,war_activity_signal,92.0
Iran-2025-09-22-external-external_attack_signal,Iran,2025-09-22,escalation,external,external_attack_signal,91.0
Iran-2025-09-22-external-regional_spillover_signal,Iran,2025-09-22,escalation,external,regional_spillover_signal,94.6
Iran-2025-09-23-internal-internal_violence_signal,Iran,2025-09-23,escalation,internal,internal_violence_signal,93.5
Iran-2025-09-23-internal-repression_signal,Iran,2025-09-23,escalation,internal,repression_signal,83.8
Iran-2025-09-23-internal-domestic_attack_signal,Iran,2025-09-23,escalation,internal,domestic_attack_signal,72.7
Iran-2025-09-23-external-war_activity_signal,Iran,2025-09-23,escalation,external,war_activity_signal,92.6
Iran-2025-09-23-external-external_attack_signal,Iran,2025-09-23,escalation,external,external_attack_signal,95.3
Iran-2025-09-23-external-regional_spillover_signal,Iran,2025-09-23,escalation,external,regional_spillover_signal,96.2
Iran-2025-09-24-internal-internal_violence_signal,Iran,2025-09-24,escalation,internal,internal_violence_signal,90.5
Iran-2025-09-24-internal-repression_signal,Iran,2025-09-24,escalation,internal,repression_signal,83.1
Iran-2025-09-24-internal-domestic_attack_signal,Iran,2025-09-24,escalation,internal,domestic_attack_signal,76.7
Iran-2025-09-24-external-war_activity_signal,Iran,2025-09-24,escalation,external,war_activity_signal,91.2
Iran-2025-09-24-external-external_attack_signal,Iran,2025-09-24,escalation,external,external_attack_signal,94.3
Iran-2025-09-24-external-regional_spillover_signal,Iran,2025-09-24,escalation,external,regional_spillover_signal,96.3
Iran-2025-09-25-internal-internal_violence_signal,Iran,2025-09-25,escalation,internal,internal_violence_signal,95.0
Iran-2025-09-25-internal-repression_signal,Iran,2025-09-25,escalation,internal,repression_signal,82.4
Iran-2025-09-25-internal-domestic_attack_signal,Iran,2025-09-25,escalation,internal,domestic_attack_signal,72.3
Iran-2025-09-25-external-war_activity_signal,Iran,2025-09-25,escalation,external,war_activity_signal,92.7
Iran-2025-09-25-external-external_attack_signal,Iran,2025-09-25,escalation,external,external_attack_signal,94.3
Iran-2025-09-25-external-regional_spillover_signal,Iran,2025-09-25,escalation,external,regional_spillover_signal,97.3
Iran-2025-09-26-internal-internal_violence_signal,Iran,2025-09-26,escalation,internal,internal_violence_signal,89.0
Iran-2025-09-26-internal-repression_signal,Iran,2025-09-26,escalation,internal,repression_signal,78.4
Iran-2025-09-26-internal-domestic_attack_signal,Iran,2025-09-26,escalation,internal,domestic_attack_signal,71.0
Iran-2025-09-26-external-war_activity_signal,Iran,2025-09-26,escalation,external,war_activity_signal,91.8
Iran-2025-09-26-external-external_attack_signal,Iran,2025-09-26,escalation,external,external_attack_signal,92.5
Iran-2025-09-26-external-regional_spillover_signal,Iran,2025-09-26,escalation,external,regional_spillover_signal,92.5
Iran-2025-09-27-internal-internal_violence_signal,Iran,2025-09-27,escalation,internal,internal_violence_signal,90.5
Iran-2025-09-27-internal-repression_signal,Iran,2025-09-27,escalation,internal,repression_signal,80.6
Iran-2025-09-27-internal-domestic_attack_signal,Iran,2025-09-27,escalation,internal,domestic_attack_signal,73.8
Iran-2025-09-27-external-war_activity_signal,Iran,2025-09-27,escalation,external,war_activity_signal,91.4
Iran-2025-09-27-external-external_attack_signal,Iran,2025-09-27,escalation,external,external_attack_signal,92.5
Iran-2025-09-27-external-regional_spillover_signal,Iran,2025-09-27,escalation,external,regional_spillover_signal,93.6
Iran-2025-09-28-internal-internal_violence_signal,Iran,2025-09-28,escalation,internal,internal_violence_signal,90.3
Iran-2025-09-28-internal-repression_signal,Iran,2025-09-28,escalation,internal,repression_signal,77.4
Iran-2025-09-28-internal-domestic_attack_signal,Iran,2025-09-28,escalation,internal,domestic_attack_signal,72.2
Iran-2025-09-28-external-war_activity_signal,Iran,2025-09-28,escalation,external,war_activity_signal,89.4
Iran-2025-09-28-external-external_attack_signal,Iran,2025-09-28,escalation,external,external_attack_signal,91.9
Iran-2025-09-28-external-regional_spillover_signal,Iran,2025-09-28,escalation,external,regional_spillover_signal,92.0
Iran-2025-09-29-internal-internal_violence_signal,Iran,2025-09-29,escalation,internal,internal_violence_signal,90.2
Iran-2025-09-29-internal-repression_signal,Iran,2025-09-29,escalation,internal,repression_signal,77.2
Iran-2025-09-29-internal-domestic_attack_signal,Iran,2025-09-29,escalation,internal,domestic_attack_signal,67.7
Iran-2025-09-29-external-war_activity_signal,Iran,2025-09-29,escalation,external,war_activity_signal,90.9
Iran-2025-09-29-external-external_attack_signal,Iran,2025-09-29,escalation,external,external_attack_signal,91.3
Iran-2025-09-29-external-regional_spillover_signal,Iran,2025-09-29,escalation,external,regional_spillover_signal,89.5
Iran-2025-09-30-internal-internal_violence_signal,Iran,2025-09-30,escalation,internal,internal_violence_signal,89.4
Iran-2025-09-30-internal-repression_signal,Iran,2025-09-30,escalation,internal,repression_signal,80.8
Iran-2025-09-30-internal-domestic_attack_signal,Iran,2025-09-30,escalation,internal,domestic_attack_signal,72.7
Iran-2025-09-30-external-war_activity_signal,Iran,2025-09-30,escalation,external,war_activity_signal,93.5
Iran-2025-09-30-external-external_attack_signal,Iran,2025-09-30,escalation,external,external_attack_signal,92.7
Iran-2025-09-30-external-regional_spillover_signal,Iran,2025-09-30,escalation,external,regional_spillover_signal,90.3
Iran-2025-10-01-internal-internal_violence_signal,Iran,2025-10-01,escalation,internal,internal_violence_signal,89.9
Iran-2025-10-01-internal-repression_signal,Iran,2025-10-01,escalation,internal,repression_signal,80.1
Iran-2025-10-01-internal-domestic_attack_signal,Iran,2025-10-01,escalation,internal,domestic_attack_signal,73.8
Iran-2025-10-01-external-war_activity_signal,Iran,2025-10-01,escalation,external,war_activity_signal,91.6
Iran-2025-10-01-external-external_attack_signal,Iran,2025-10-01,escalation,external,external_attack_signal,91.8
Iran-2025-10-01-external-regional_spillover_signal,Iran,2025-10-01,escalation,external,regional_spillover_signal,92.7
Iran-2025-10-02-internal-internal_violence_signal,Iran,2025-10-02,escalation,internal,internal_violence_signal,86.5
Iran-2025-10-02-internal-repression_signal,Iran,2025-10-02,escalation,internal,repression_signal,79.1
Iran-2025-10-02-internal-domestic_attack_signal,Iran,2025-10-02,escalation,internal,domestic_attack_signal,68.6
